6246,Partial,2
6243,,
6232,Stub,1
6229,Stub,1
6221,Stub,1
6220,Stub,1
6219,Stub,1
6218,Stub,1
6217,Stub,1
6215,Stub,1
6210,Stub,1
6202,Stub,1
6201,Stub,1
6182,--,5
6180,,
6179,Partial,2
6149,--,5
6147,,
6141,Stub,1
6139,Stub,1
6138,Stub,1
6106,Stub,1
6103,Partial,2
6102,Partial (citations),3
6069,Stub,1
6027,Stub,1
5977,Stub,1
5976,Stub,1
5963,Stub,1
5961,Stub,1
5952,Partial (citations),3
5940,Stub,1
5938,Stub,1
5918,Stub,1
5917,Partial (citations),3
5875,Stub,1
5869,Stub,1
5862,Stub,1
5858,--,5
5856,,
5847,--,5
5829,,
5800,,
5799,,
5798,,
5797,,
5796,,
5795,,
5794,,
5793,Partial (citations),3
5792,,
5791,,
5790,,
5789,,
5788,,
5787,,
5786,,
5785,,
5784,,
5783,,
5782,,
5781,,
5780,,
5778,,
5777,,
5776,,
5775,,
5774,,
5773,,
5772,,
5767,,
5766,,
5760,,
5753,,
5645,,
5643,,
5641,,
5639,,
5588,,
5564,,
5510,,
5505,,
5503,,
5470,,
5469,,
5468,,
5466,,
5465,,
5464,,
5463,,
5462,,
5460,,
5458,,
5456,,
5455,,
5454,,
5452,,
5448,,
5447,,
5439,,
5428,--,5
5421,,
5418,,
5409,,
5302,,
5298,Stub,1
5297,,
5292,,
5247,,
5235,,
5233,,
5230,,
5224,,
5221,,
5220,,
5218,,
5216,,
5207,,
5202,,
5198,,
5195,,
5193,,
5191,,
5185,,
5184,,
5177,,
5175,,
5173,,
5165,,
5163,Partial (citations),3
5150,,
5148,,
5130,,
5113,,
5103,,
5096,Stub,1
5081,,
5076,,
5069,,
5068,,
5067,,
5066,,
5065,,
5064,,
5062,,
5060,,
5044,,
5040,,
5039,,
5004,,
4999,,
4997,,
4995,,
4994,,
4991,,
4990,,
4989,,
4974,,
4968,,
4966,,
4965,,
4963,,
4946,,
4945,,
4943,,
4929,,
4925,,
4914,,
4910,,
4904,,
4888,,
4884,--,5
4867,,
4866,,
4861,,
4857,,
4856,,
4855,,
4853,,
4852,,
4851,,
4840,,
4837,,
4835,,
4833,,
4822,,
4821,,
4808,,
4802,,
4800,,
4792,,
4790,,
4789,,
4786,--,5
4778,,
4775,,
4770,,
4769,,
4768,,
4714,,
4701,,
4694,,
4693,,
4692,,
4690,,
4685,,
4684,,
4680,,
4654,,
4653,,
4650,,
4598,,
4597,,
4592,,
4576,,
4560,,
4555,,
4544,,
4541,,
4540,,
4536,,
4523,,
4522,,
4521,,
4520,,
4519,,
4518,,
4516,,
4497,,
4487,,
4480,,
4468,,
4462,,
4457,,
4456,,
4455,,
4454,,
4453,,
4452,,
4439,,
4428,,
4427,,
4420,,
4416,,
4411,,
4407,,
4406,,
4405,,
4388,,
4382,,
4377,,
4373,,
4371,,
4360,,
4359,,
4358,,
4356,,
4348,,
4347,,
4330,,
4329,,
4325,,
4323,,
4320,,
4316,,
4315,,
4312,,
4310,,
4308,,
4306,,
4294,,
4290,,
4282,,
4281,,
4238,,
4235,,
4219,,
4194,,
4173,,
4153,,
4152,,
4151,,
4148,,
4138,,
2617,,
2384,,
2017,,
1855,,
1710,,
1618,,
1617,,
1609,,
1597,,
1586,,
1585,,
1485,,
1362,,
1355,,
1352,,
1271,,
1269,,
1267,,
1266,,
1264,,
1262,,
1260,,
1254,Partial (citations),3
1252,,
1249,,
1248,,
1241,,
1239,,
1237,,
1235,,
1234,,
1182,,
1180,,
1173,,
1171,,
1164,,
1162,,
1160,,
1157,,
1151,,
1149,,
1146,,
1145,,
1144,,
1142,,
1135,,
1133,,
1131,,
1129,,
1127,,
1126,,
1114,,
1113,,
1111,,
1108,,
1106,,
1095,,
1090,,
1088,,
1086,,
1084,,
1082,,
1081,,
1080,,
1078,,
1076,,
1074,,
1070,,
1054,,
1053,,
1050,,
1049,,
1048,,
1047,,
1046,,
1018,,
1013,,
1012,,
945,,
813,,
800,,
798,,
788,,
786,,
785,,
784,,
783,,
782,,
780,,
779,,
778,,
776,,
764,,
757,,
756,,
740,,
719,,
717,,
713,,
712,,
711,,
709,,
708,,
706,,
704,,
703,,
700,,
699,,
698,,
694,,
691,,
678,,
657,,
656,,
654,,
651,,
648,,
646,,
641,,
640,,
638,,
637,,
632,,
624,,
621,,
620,,
608,,
605,,
603,,
602,,
599,,
594,,
585,,
584,,
583,,
582,,
581,,
578,,
576,,
575,,
574,,
569,,
567,,
564,,
563,,
562,,
561,,
555,,
544,,
539,,
537,,
536,,
535,,
532,,
527,,
523,,
522,,
517,,
516,,
493,,
490,,
488,Partial (citations),3
479,,
476,,
472,,
458,,
455,,
453,,
447,,
442,,
436,,
429,,
427,,
421,,
374,,
373,,
372,,
371,,
370,,
369,,
367,,
366,,
365,,
364,,
363,,
362,,
361,,
360,,
359,,
358,,
357,,
356,,
355,,
354,,
353,,
352,,
351,,
350,,
