5640,Partial (citations),3
5637,Partial (citations),3
5636,,
5635,Stub,1
5634,,
5601,,
5600,,
5599,Partial,2
5598,,
5597,,
5596,,
5595,,
5593,,
5592,Stub,1
5590,,
5589,Stub,1
5587,,
5586,,
5585,,
5584,,
5583,,
5582,,
5581,,
5580,,
5579,,
5578,,
5577,Partial (citations),3
5576,Partial (citations),3
5575,,
5574,,
5573,Partial (citations),3
5572,--,5
5571,,
5570,,
5569,,
5568,,
5567,,
5566,Partial (citations),3
5565,--,5
5563,,
5562,--,5
5561,,
5560,--,5
5559,,
5558,,
5557,Partial (citations),3
5556,,
5555,,
5554,--,5
5553,,
5552,,
5549,,
5548,,
5547,,
5546,--,5
5545,,
5544,--,5
5543,,
5542,Partial (citations),3
5541,--,5
5540,,
5539,,
5538,Partial (citations),3
5537,,
5536,--,5
5535,,
5534,--,5
5533,,
5531,,
5530,,
5529,,
5528,,
5527,,
5526,,
5525,,
5524,,
5523,,
5522,,
5521,,
5520,,
5519,,
5518,,
5517,,
5515,,
5514,,
5513,,
5512,,
5508,,
5506,,
5504,Stub,1
5502,,
5471,,
5467,,
5461,,
5457,,
5453,,
5446,Partial (citations),3
5445,Stub,1
5444,Partial (citations),3
5443,Partial (citations),3
5442,Partial (citations),3
5441,Partial (citations),3
5440,Stub,1
5438,,
5436,Partial (citations),3
5434,Stub,1
5432,,
5431,,
5430,,
5423,,
5422,,
5420,,
5417,Stub,1
5416,,
5414,,
5411,,
5407,,
5406,,
5405,,
5404,,
5398,,
5396,Stub,1
5395,Stub,1
5394,,
5393,,
5392,,
5390,,
5389,,
5388,,
5387,,
5386,,
5385,,
5384,,
5383,--,5
5382,,
5381,,
5380,,
5379,,
5378,,
5376,,
5375,,
5374,Stub,1
5373,Stub,1
5371,,
5359,,
5358,,
5357,,
5356,,
5355,,
5354,,
5321,Partial,2
5320,,
5318,Stub,1
5317,,
5316,,
5313,Stub,1
5304,,
5303,,
5300,,
5299,,
5293,--,5
5290,,
5287,Stub,1
5285,,
5284,,
5283,,
5282,,
5281,Partial (citations),3
5248,Partial (citations),3
5246,,
5242,,
5241,,
5239,,
5236,,
5234,,
5232,,
5231,,
5228,,
5225,,
5222,,
5219,,
5217,,
5215,--,5
5213,,
5212,,
5211,,
5209,Stub,1
5206,,
5204,,
5200,,
5199,,
5197,,
5196,,
5194,,
5192,,
5190,,
5189,,
5187,,
5186,,
5182,,
5176,,
5174,,
5172,,
5169,Partial,2
5168,Partial,2
5166,,
5164,Partial,2
5161,,
5152,Partial,2
5151,--,5
5147,Stub,1
5133,,
5132,,
5131,,
5129,,
5128,,
5127,,
5126,,
5125,,
5124,,
5123,,
5122,,
5121,,
5120,,
5118,,
5117,,
5115,,
5114,,
5112,--,5
5111,,
5110,,
5109,,
5108,,
5107,--,5
5106,,
5105,,
5104,,
5102,--,5
5101,,
5100,,
5099,,
5094,,
5093,Stub,1
5092,Stub,1
5091,Stub,1
5090,,
5084,,
5075,,
5074,,
5073,,
5072,,
5071,,
5070,,
5063,,
5061,,
5050,,
5041,,
5038,,
5037,,
5036,,
5034,,
5032,,
5031,,
5029,,
5017,,
5015,,
5009,,
5008,,
5006,,
5005,,
4998,,
4996,,
4982,,
4975,,
4973,,
4972,Partial,2
4971,,
4970,,
4969,,
4967,,
4962,,
4961,,
4960,,
4959,,
4958,,
4953,,
4952,,
4949,,
4947,,
4944,,
4942,,
4941,,
4936,,
4931,,
4930,,
4928,,
4927,,
4926,,
4924,,
4923,,
4922,,
4909,,
4901,,
4900,,
4899,,
4898,,
4887,--,5
4886,,
4868,,
4860,,
4854,,
4850,,
4839,,
4838,,
4834,,
4832,,
4823,,
4820,,
4819,,
4818,,
4817,,
4816,,
4810,,
4809,,
4801,,
4798,,
4797,,
4793,,
4788,,
4787,,
4785,,
4783,,
4782,,
4781,,
4780,,
4779,,
4776,,
4773,,
4772,--,5
4771,,
4742,,
4738,Stub,1
4734,,
4723,,
4708,,
4707,,
4706,,
4705,,
4699,,
4697,Partial (citations),3
4695,,
4677,Stub,1
4676,Stub,1
4675,,
4674,Stub,1
4673,Stub,1
4672,Partial,2
4671,Partial,2
4670,Partial,2
4669,,
4667,,
4666,,
4665,,
4647,,
4645,,
4643,,
4642,--,5
4634,,
4633,--,5
4624,--,5
4619,Stub,1
4617,Partial (citations),3
4616,Partial (citations),3
4615,Stub,1
4614,Partial (citations),3
4613,--,
4612,--,5
4610,,
4609,Stub,1
4607,,
4606,Partial (citations),3
4605,Stub,1
4604,,
4603,,
4596,,
4594,Partial (Citations),3
4593,,
4580,,
4564,,
4563,--,5
4562,,
4561,--,5
4558,--,5
4557,Partial,2
4556,Partial,2
4554,--,5
4553,--,5
4550,,
4548,,
4547,--,5
4545,--,5
4543,--,5
4542,,
4539,,
4538,,
4535,--,5
4533,,
4529,--,5
4528,--,5
4527,--,5
4525,--,5
4524,,
4517,,
4515,--,5
4514,,
4513,--,5
4512,,
4511,--,5
4510,--,5
4509,,
4505,,
4504,,
4498,,
4496,,
4490,,
4489,,
4488,,
4481,,
4473,--,5
4472,--,5
4469,Partial,2
4466,--,5
4458,--,5
4429,--,5
4422,,
4418,,
4417,,
4415,Partial,2
4414,,
4410,,
4409,--,5
4408,--,5
4402,,
4399,,
4397,,
4396,,
4394,--,5
4393,,
4392,,
4391,--,5
4389,,
4387,,
4386,,
4385,,
4384,,
4383,--,5
4379,Partial (citations),3
4378,,
4375,--,5
4372,Partial (citations),3
4370,,
4369,,
4368,,
4367,--,5
4366,,
4365,,
4364,--,5
4362,,
4361,,
4355,--,5
4354,,
4353,,
4351,,
4350,,
4346,,
4336,,
4334,,
4303,,
4302,,
4301,,
4297,,
4295,,
4292,,
4289,,
4288,,
4287,,
4285,,
4284,,
4280,,
4279,,
4261,,
4260,,
4256,Stub,1
4253,Stub,1
4252,Stub,1
4251,Stub,1
4249,Stub,1
4248,Stub,1
4247,Stub,1
4245,Stub,1
4243,,
4242,,
4240,,
4237,,
4236,,
4234,,
4230,,
4229,,
4228,,
4226,--,5
4225,,
4224,,
4222,--,5
4221,,
4220,,
4207,Partial (citations),3
4205,,
4204,,
4201,,
4200,Partial (citations),3
4199,,
4198,,
4196,,
4195,,
4193,,
4190,,
4178,,
4177,,
4176,,
4172,,
4171,,
4169,,
4168,,
4167,,
4166,,
4165,,
4163,,
4162,,
4161,,
4160,,
4144,Stub,1
4136,--,5
4135,--,5
4133,,
4085,,
3458,,
3193,,
3079,,
2892,,
2843,Partial (citations),3
2842,,
2697,,
2635,,
2618,,
2454,,
2453,,
2444,,
2438,,
2376,,
2374,,
2373,,
2372,,
2371,,
2370,Partial (citations),3
2369,,
2360,,
2342,,
2315,,
2218,,
2197,,
1950,,
1949,,
1863,Partial (citations),3
1862,,
1712,Stub,1
1610,Stub,1
1462,,
1459,,
1449,,
1445,,
1442,,
1434,Stub,1
1431,,
1413,Stub,1
1412,Stub,1
1406,Stub,1
1405,Stub,1
1404,Stub,1
1403,,
1400,Stub,1
1399,Stub,1
1398,,
1394,Stub,1
1390,,
1389,Stub,1
1388,Stub,1
1387,,
1386,Stub,1
1385,Stub,1
1384,Stub,1
1383,Stub,1
1354,,
1353,,
1351,,
1276,,
1270,,
1268,,
1265,,
1263,,
1261,,
1259,,
1255,,
1251,,
1250,,
1247,Partial (Citations),3
1244,,
1240,,
1236,Stub,1
1233,,
1229,,
1228,,
1227,,
1226,,
1225,,
1224,,
1223,,
1222,,
1221,,
1220,,
1219,,
1218,,
1217,,
1216,,
1215,,
1214,Partial (citations),3
1213,,
1212,,
1211,,
1210,,
1209,,
1208,,
1200,,
1199,,
1198,,
1197,,
1196,,
1194,,
1191,,
1190,,
1188,,
1187,,
1186,,
1185,,
1184,,
1183,,
1181,,
1174,Stub,1
1172,,
1170,,
1165,,
1163,,
1161,,
1159,,
1155,,
1153,,
1150,,
1148,,
1147,,
1143,,
1141,,
1130,,
1128,,
1122,,
1120,Partial,2
1115,Partial (citations),3
1112,,
1110,,
1109,Partial,2
1107,Stub,1
1105,,
1094,,
1089,,
1087,Stub,1
1085,,
1083,Partial (citations),3
1079,,
1077,,
1045,,
988,,
982,Partial (citations),3
980,,
979,,
974,,
973,,
972,,
971,,
970,,
967,,
964,,
954,,
953,,
946,,
935,,
929,Partial (citations),3
874,Partial (edits),4
873,,
872,,
871,,
852,,
850,,
849,Stub,1
825,,
801,,
797,Partial,2
796,,
792,,
787,,
781,,
777,,
774,,
773,,
769,,
768,,
767,,
766,,
758,,
755,,
754,Partial (citations),3
753,,
750,,
746,,
744,,
743,,
742,,
741,,
739,,
738,Partial,2
735,,
732,,
731,,
728,,
718,,
715,--,5
689,,
687,,
652,,
647,,
644,,
642,,
636,Partial (citations),3
634,Partial (citations),3
633,,
630,-- ,5
619,,
617,,
609,,
604,,
601,,
597,,
595,,
593,,
588,,
587,,
573,,
570,,
558,,
557,,
550,,
549,,
548,,
546,,
542,,
534,,
531,,
519,,
515,--,5
511,,
509,Stub,1
508,,
507,Partial (citations),3
506,,
505,,
504,,
503,,
502,,
501,,
500,,
499,,
498,,
497,,
496,Partial,2
495,,
494,,
491,,
489,,
487,,
486,Stub,1
485,Partial (citations),3
483,,
482,,
481,,
475,,
473,,
471,,
470,,
469,Partial (citations),3
468,,
467,,
466,,
465,,
464,,
463,,
462,Partial (citations) ,3
461,,
460,,
456,,
454,Stub,1
451,,
450,,
449,,
446,,
445,,
443,,
440,,
439,,
438,Partial (citations),3
434,,
433,Stub,1
432,,
426,,
419,,
398,,
386,Partial,2
144,,
143,,
142,,
141,,
140,,
139,,
138,,
137,,
136,,
135,Partial (citations),3
134,,
133,,
132,,
131,--,5
130,--,5
129,,
128,--,5
127,Partial,2
126,,
125,,
124,Stub,1
123,,
122,,
121,,
120,Partial (citations),3
119,,
118,,
117,,
116,,
115,,
114,,
113,,
112,,
111,,
110,,
109,,
108,,
107,,
106,,
105,,
104,,
103,,
102,,
101,,
100,Partial (citations),3
99,,
98,,
97,,
96,,
94,,
93,,
91,,
90,,
89,,
88,--,5
87,Partial (citations),3
86,Stub,1
85,,
83,,
82,,
81,,
80,,
79,,
78,,
77,,
76,,
74,Partial (citations),3
73,,
72,Partial,2
71,,
70,,
69,--,5
68,,
67,,
66,,
65,,
64,--,5
63,,
62,,
61,,
58,Stub,1
56,,
54,,
53,--,5
52,Partial,2
51,,
50,,
49,,
48,Partial,2
47,,
46,,
44,,
43,,
42,--,5
41,,
40,,
39,,
38,Partial (citations),3
37,,
36,--,5
35,,
34,,
33,,
30,,
29,,
28,,
27,Partial (citations),3
26,,
25,,
24,,
17,,
16,,
15,,
14,,
13,,
12,,
11,,
10,,
9,,
8,,
7,,
6,,
5,Partial (citations),3
4,Partial (citations),3
3,--,5
2,,
1,--,5
